nctId,briefTitle,overallStatus,startDate,firstPosted,completionDate,studyType,phases,enrollment,leadSponsor,sponsorClass,conditions,nLocations,countries
NCT03731936,Artificial Intelligence to Assess the Association Between Facial Characteristics and Coronary Artery Diseases,COMPLETED,2017-07-10,2018-11-06,2019-08-02,OBSERVATIONAL,,6864,China National Center for Cardiovascular Diseases,OTHER_GOV,Coronary Artery Disease,9,China
NCT05660044,Human Factors Study of Ultrasound Navigation Software for Cardiac Imaging,COMPLETED,2022-07-20,2022-12-21,2022-08-03,OBSERVATIONAL,,34,UltraSight,INDUSTRY,Cardiac Disease,1,Israel
NCT04056663,Health-circuit Evaluation as a Digital Support for the Management of Patients at Risk of Hospitalization,COMPLETED,2019-09-12,2019-08-14,2020-04-10,INTERVENTIONAL,NA,400,Hospital Clinic of Barcelona,OTHER,Multiple Chronic Conditions | Chronic Disease,1,Spain
NCT07689552,Deep Learning-Based Measurement of Keratinized Gingiva Width Using Smartphone-Acquired Clinical Images,COMPLETED,2025-07-01,2026-07-08,2026-03-15,OBSERVATIONAL,,50,Al-Azhar University,OTHER,Periodontal Diseases,1,Egypt
NCT07078136,Multicenter Observational Study of Multimodal AI for Upper GI Mesenchymal Tumor Diagnosis,RECRUITING,2025-07-28,2025-07-22,2026-06,OBSERVATIONAL,,130,Huazhong University of Science and Technology,OTHER,Submucosal Tumor | Gastrointestinal Stromal Tumor (GIST) | Leiomyoma | Schwannoma,1,China
NCT07556900,Exploring the Potential of Artificial Intelligence for Earlier Breast Cancer Detection: A Retrospective Multi-Reader Study Based on AI-Assisted Mammographic Interpretation (EARLIEST-AI),ACTIVE_NOT_RECRUITING,2025-10-01,2026-04-29,2026-09,OBSERVATIONAL,,785,Mammograaf Radioloogiakliinik,OTHER,Breast Cancer | AI (Artificial Intelligence) | Early Detection of Cancer,1,Estonia
NCT07079787,Telerehabilitation Decision Support System: Pilot Testing Protocol,NOT_YET_RECRUITING,2025-07-25,2025-07-23,2025-08-29,INTERVENTIONAL,NA,30,"University College, London",OTHER,Stroke | Mild Cognitive Impairment (MCI) | Vestibular Disease | Long Covid-19,5,Germany | Greece | Portugal | Thailand | United Kingdom
NCT04495192,Predictors of Better Outcomes After Severe Acquired Brain Injuries,UNKNOWN,2020-06-09,2020-07-31,2025-06-10,OBSERVATIONAL,,520,Fondazione Don Carlo Gnocchi ETS,OTHER,Brain Injuries | Disorder of Consciousness,1,Italy
NCT07658209,AI-Supported E-Learning for Pressure Injury Prevention,COMPLETED,2025-05-30,2026-06-18,2025-06-20,INTERVENTIONAL,NA,162,Kilis 7 Aralik University,OTHER,Conditions or Focus of Study | Pressure Injury Prevention | Pressure Ulcer Prevention | Nursing Education,1,Turkey (Türkiye)
NCT05363332,Impact and Sequelae of High Ventilatory Drive in Critically Ill COVID-19 Patients,UNKNOWN,2021-11-15,2022-05-05,2024-11-15,OBSERVATIONAL,,126,Corporacion Parc Tauli,OTHER,COVID-19 | Critical Illness | Hypoxemic Respiratory Failure | Neurocognitive Dysfunction | Mechanical Ventilation Complication,3,Spain
NCT05913687,Automated Imaging Differentiation of Parkinsonism,ACTIVE_NOT_RECRUITING,2021-07-22,2023-06-22,2027-03-31,OBSERVATIONAL,,315,University of Florida,OTHER,"Parkinson Disease | Multiple System Atrophy, Parkinson Variant | Progressive Supranuclear Palsy",21,Canada | United States
NCT04154228,Non-invasive Evaluation of Lymphoma Patients Based on Artificial Intelligence and PET/MRI,UNKNOWN,2019-12-10,2019-11-06,2021-12-10,INTERVENTIONAL,NA,100,Tel-Aviv Sourasky Medical Center,OTHER_GOV,Lymphoma | Non Hodgkin Lymphoma | Follicular Lymphoma,0,
NCT07301892,Generative AI Impact on Rheumatoid Arthritis Complications Diagnosis,RECRUITING,2025-10-01,2025-12-24,2026-06,OBSERVATIONAL,,100,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,OTHER,Rheumatoid Arthritis (RA | Osteoporosis | Osteoarthritis | Interstitial Lung Disease | Thyroid Diseases | Cardiovascular Diseases | Pulmonary Complications | Sjogren's Syndrome | Liver Disorders | Ren,1,China
NCT07505719,Comparing Original Patient Educational Materials vs. AI-Simplified Materials to Improve Patient Comprehension and Health Literacy,RECRUITING,2026-02-13,2026-04-01,2027-05,INTERVENTIONAL,NA,80,"Hospital for Special Surgery, New York",OTHER,Artificial Intelligence (AI) | Health Literacy | Patient Comprehension | Patient Educational Material,1,United States
NCT06649500,Identify the Most Effective Rehabilitation Method Between a Treatment with a Sensorized Treadmill (Walker View) and a Treatment with Conventional Group Therapy in Balance Disorders and the Use of Artificial Intelligence to Identify Predictive Indices to Prevent Falls and Diagnose Promptly the Risk,RECRUITING,2024-12-04,2024-10-18,2026-06,INTERVENTIONAL,NA,108,Fondazione Policlinico Universitario Campus Bio-Medico,OTHER,Balance Disorders | Rehabilitation | Falls | Falls Prevention | Artificial Intelligence (AI) | Elderly (people Aged 65 or More),1,Italy
NCT07744607,Clinical Validity Verification on Diagnostic Assistance for Presence and Severity of Colorectal Cancer and Polyps Using Artificial Intelligence-based Medical Device Software Endoscopic Imaging Assistance,COMPLETED,2025-01-20,2026-08-04,2025-02-17,OBSERVATIONAL,,1114,Ainex Corporation,INDUSTRY,Colorectal Neoplasms | Colonic Polyps | Hyperplastic Polyps | Sessile Serrated Lesions,1,South Korea
NCT06918444,Evaluation of the WARIFA App and Its Impact on Healthy Lifestyle,RECRUITING,2025-02-24,2025-04-09,2025-05-29,INTERVENTIONAL,NA,104,Instituto Universitario de Investigaciones Biomédicas y Sanitarias (iUIBS) de la Universidad de Las,OTHER,Lifestyle Intervention | Non Communicable Chronic Diseases | Type 1 Diabetes (T1D),1,Spain
NCT05960734,Artificial Intelligence in Healthcare: Advanced Evaluation of Medical Online Content. AI-driven Quality Assessment of YouTube Videos Providing Information on Incontinence After Cancer Surgery.,COMPLETED,2023-03-22,2023-07-27,2023-11-01,OBSERVATIONAL,,160,University of Oviedo,OTHER,Cancer | Incontinence | Patient Education | Social Networks | Surgery,1,Spain
NCT06555900,Predicting Episodes of Intracranial Hypertension in Neuro-injured Patients: Development of a Decision Algorithm Using Artificial Intelligence (PREDICT-CE),UNKNOWN,2020-12-17,2024-08-15,2025-06-30,OBSERVATIONAL,,500,"University Hospital, Brest",OTHER,Creation of a Warehouse of Clinical Data and Physiological Signals at the Patient's Bedside,1,France
NCT03962400,Reinforcement Learning for Warfarin Dosing,WITHDRAWN,2022-01-01,2019-05-24,2025-12-31,INTERVENTIONAL,PHASE4,0,University of Louisville,OTHER,Clotting Disorder,0,
NCT04613739,Asthma in Families Facing Out-of-pocket Requirements Due to COVID-19,COMPLETED,2020-12-08,2020-11-03,2021-09-01,INTERVENTIONAL,NA,56,Harvard Pilgrim Health Care,OTHER,Asthma,1,United States
NCT07202975,RE-SCALE: Rehabilitation Engagement and Scaled Access With eXtended Reality and Artificial Intelligence,NOT_YET_RECRUITING,2027-01-01,2025-10-02,2027-12-31,INTERVENTIONAL,NA,314,Universitat Jaume I,OTHER,Chronic Low Back Pain (CLBP),0,
NCT06796166,The Impact of AI- Supported Education in Mastectomy Patient,RECRUITING,2024-08-01,2025-01-28,2025-08-01,INTERVENTIONAL,NA,40,Bezmialem Vakif University,OTHER,Breast Cancer | Anxiety | Mastectomy | Patient Education as Topic | Artificial Intelligence (AI),1,Turkey (Türkiye)
NCT07395713,The Predictability of the Necessity for Cardiology Consultation in Patients Scheduled for Non-Cardiac Surgery Using Artificial Intelligence Models in Preoperative Anesthesia Assessment,ACTIVE_NOT_RECRUITING,2025-01-01,2026-02-09,2026-03-15,OBSERVATIONAL,,183,Bursa City Hospital,OTHER_GOV,USE OF ARTIFICIAL INTELLIGENCE IN ANESTHESIA | PREOPERATIVE CARDIOLOGY CONSULTATION REQUIREMENT,1,Turkey (Türkiye)
NCT07524582,"The Effect of an Artificial Intelligence-Supported Health Promotion Application on the Nutrition, Exercise and Sleep Habits of Adolescents",ACTIVE_NOT_RECRUITING,2025-09-08,2026-04-13,2026-05,INTERVENTIONAL,NA,146,Gümüşhane Universıty,OTHER,Adolescent Health | Nutrition Behavior | Physical Activity | Sleep Quality | Health Promotion,1,Turkey (Türkiye)
NCT04359355,Computer-aided Detection of Colorectal Polyps,UNKNOWN,2020-01-01,2020-04-24,2020-05-31,OBSERVATIONAL,,40,University of Erlangen-Nürnberg Medical School,OTHER,Adenoma Colon | Polyp of Colon,1,Germany
NCT04331015,Artificial Intelligence in Diagnosis of DFNA9,COMPLETED,2020-02-01,2020-04-02,2020-03-28,OBSERVATIONAL,,111,Jessa Hospital,OTHER,DFNA9 | Sensorineural Hearing Loss,2,Belgium
NCT05093374,Treatment of Neovascular AMD: Artificial Intelligence in Real-world Setting,RECRUITING,2021-03-01,2021-10-26,2025-12-31,INTERVENTIONAL,PHASE4,290,Medical University of Vienna,OTHER,Exudative Macular Degeneration,1,Austria
NCT07153315,AI-Based Medical Data Analysis for Differentiating Inflammatory vs Degenerative Joint Diseases in Elderly Patients,NOT_YET_RECRUITING,2025-09-01,2025-09-03,2026-10-01,OBSERVATIONAL,,140,Assiut University,OTHER,"Arthritis, Rheumatoid (RA)",1,Egypt
NCT04939818,Clinical Feasibility of Speech Phenotyping for Remote Assessment of Neurodegenerative and Psychiatric Disorders,COMPLETED,2021-06-14,2021-06-25,2022-09-15,OBSERVATIONAL,,172,Novoic Limited,INDUSTRY,"Alzheimer Disease | Mild Cognitive Impairment | Dementia With Lewy Bodies | Dementia, Vascular | Frontotemporal Dementia | Primary Progressive Aphasia | Parkinson Disease | Motor Neuron Disease | Majo",2,United Kingdom
NCT06496360,Prediction of Mediastinal Station IV Lymph Node Metastasis in Non-small Cell Lung Cancer,UNKNOWN,2024-08-01,2024-07-11,2025-06,OBSERVATIONAL,,150,Qilu Hospital of Shandong University,OTHER,Non-small Cell Lung Cancer,1,China
NCT06803420,AI-powered Portable MRI Abnormality Detection,NOT_YET_RECRUITING,2025-02-01,2025-01-31,2027-10,INTERVENTIONAL,NA,400,King's College Hospital NHS Trust,OTHER,Head Injury,0,
NCT07651943,AI-Assisted Interpretation of Ultra-Widefield Retinal Images,COMPLETED,2026-01-01,2026-06-16,2026-02-10,OBSERVATIONAL,,462,Xiamen Ophthalmology Center Affiliated to Xiamen University,OTHER,Retinal Disease,5,China
NCT06314178,Comparing Artificial Intelligence and Standard Ultrasound Methods for Estimating Fetal Weight in Pregnancy. Patients Eligible for Inclusion Are Women With a Gestational Age Between 24-42 Weeks Undergoing a Growth Scan. The Image Data From the Scan Are Used to Calculate Fetal Weight.,COMPLETED,2024-07-01,2024-03-15,2025-12-30,OBSERVATIONAL,,283,Copenhagen Academy for Medical Education and Simulation,OTHER,Pregnancy Complications,1,Denmark
NCT05988515,AI-Assisted Treatment for Residual Speech Sound Disorders,RECRUITING,2024-09-05,2023-08-14,2027-12-31,INTERVENTIONAL,NA,26,Syracuse University,OTHER,Speech Sound Disorder,1,United States
NCT04723017,Perioperative Hypoxemia in Pediatrics,UNKNOWN,2021-01-21,2021-01-25,2021-12-31,OBSERVATIONAL,,17000,Seoul National University Hospital,OTHER,Hypoxemia,1,South Korea
NCT06929338,xDRIVE in Metastatic Colorectal Cancer,WITHDRAWN,2025-09-15,2025-04-16,2027-06-30,OBSERVATIONAL,,0,First Ascent Biomedical Inc.,INDUSTRY,Metastatic Colon Adenocarcinoma | Metastatic Colon Cancer | Metastatic Rectal Adenocarcinoma | Metastatic Rectal Carcinoma | Metastatic Rectum Cancer,0,
NCT07740148,Human-Created vs AI-generated Art on Immediate Psychological Responses,RECRUITING,2026-07-31,2026-07-31,2026-12,INTERVENTIONAL,NA,4500,Stanford University,OTHER,Psychological Well-Being,2,United States
NCT06988943,Early Intervention Strategies for Lung Cancer,RECRUITING,2024-06-25,2025-05-25,2025-06,INTERVENTIONAL,NA,16000,The First Affiliated Hospital of Guangzhou Medical University,OTHER,Respiratory Tract Neoplasms | Thoracic Neoplasms | Neoplasms by Site | Neoplasms | Lung Diseases | Respiratory Tract Diseases | Lung Neoplasms,1,China
NCT05324189,Automated AI-based System for Early Diagnosis of Diabetic Retinopathy,UNKNOWN,2022-04-18,2022-04-12,2024-12-01,OBSERVATIONAL,,1000,The New York Eye & Ear Infirmary,OTHER,Diabetic Retinopathy,1,United States
NCT06462989,Harnessing ECG Artificial Intelligence for Rapid Treatment and Accurate Identification of Structural Heart Disease,ENROLLING_BY_INVITATION,2025-04-16,2024-06-17,2027-01-31,INTERVENTIONAL,NA,16160,Montreal Heart Institute,OTHER,Structural Heart Abnormality | Structural Heart Disease,1,Canada
NCT04547374,Evaluation of Geisinger at Home (GaH) Patient Management,WITHDRAWN,2021-04-01,2020-09-14,2021-07-12,OBSERVATIONAL,,0,Geisinger Clinic,OTHER,Population Health Management,1,United States
NCT07312318,AI-Driven Dynamic Prediction of Non-Target Lesion Progression After PCI: A Chinese Multicenter Cohort Study,RECRUITING,2025-09-01,2025-12-31,2026-08-31,OBSERVATIONAL,,12000,China-Japan Friendship Hospital,OTHER,Coronary Heart Disease (CHD),1,China
NCT06410690,"Trustworthy, Integrated Artificial Intelligence Tools for Predicting High-risk CORonary PlaqueS",RECRUITING,2023-05-22,2024-05-13,2026-11-30,OBSERVATIONAL,,4000,Centro Cardiologico Monzino,OTHER,Coronary Artery Disease | Coronary Computed Tomography Angiography,2,Italy
NCT07770243,AI-Based Symptom Management for Post-Treatment Breast Cancer Survivors,NOT_YET_RECRUITING,2026-08-10,2026-08-18,2027-03-31,INTERVENTIONAL,NA,36,Hong Kong Metropolitan University,OTHER,Breast Cancer | Cancer Survivorship,0,
NCT04122326,Monitoring and Evaluation of Posture in Office Workstations With Artificial Intelligence,COMPLETED,2019-05-01,2019-10-10,2020-01-15,INTERVENTIONAL,NA,20,University of Southern California,OTHER,Musculoskeletal Pain | Musculoskeletal Injury | Musculoskeletal Strain,1,United States
NCT04640090,Wellness Through Mobile Health,COMPLETED,2020-08-12,2020-11-23,2021-09-14,INTERVENTIONAL,NA,60,Washington University School of Medicine,OTHER,Musculoskeletal Diseases | Chronic Pain | Anxiety Disorders | Depression,1,United States
NCT04325815,CADDIE Trial - Computer Aided Diagnosis and Detection for Intelligent Endoscopy,COMPLETED,2021-04-29,2020-03-30,2023-03-08,OBSERVATIONAL,,739,"University College, London",OTHER,Polyps | Adenoma Colon | Colorectal Polyp | Colon Polyp,1,United Kingdom
NCT06991517,A Study of Transcatheter Aortic Valve Replacement Case Selection and Valve Sizing Using the ABC Bicuspid Sizing Algorithm,RECRUITING,2025-05-13,2025-05-28,2031-12,OBSERVATIONAL,,290,World Health Research Inc.,INDUSTRY,Aortic Stenosis,20,Australia | Canada | Colombia | Costa Rica | Mexico | New Zealand | Singapore | Thailand
NCT05240625,Clinical Efficacy Evaluation of a Computer-aided Colonoscopy as Compared With the Standard Colonoscopy.,UNKNOWN,2022-03-01,2022-02-15,2025-12-31,INTERVENTIONAL,NA,1500,National Taiwan University Hospital,OTHER,Colon Adenoma | Colorectal Cancer,1,Taiwan
NCT07651085,Biomarkers in Alzheimer's and Parkinson's Diseases for IA,ACTIVE_NOT_RECRUITING,2024-02-08,2026-06-16,2027-07-20,OBSERVATIONAL,,65,IRCCS San Raffaele Roma,OTHER,Parkinson Disease | Alzheimer Disease | Mild Cognitive Impairment | Dementia,1,Italy
NCT07447908,Ted Rogers Understanding of Exacerbations in Heart Failure 2: Monitor,RECRUITING,2026-06-16,2026-03-04,2029-09,OBSERVATIONAL,,360,"University Health Network, Toronto",OTHER,Heart Failure | Heart Failure - NYHA II - IV | Heart Failure Patients | Cardiopulmonary Exercise Test | Apple Watch,3,Canada
NCT06667635,Intelligent Analysis and Clinical Validation of Cerebral Small Vessel Disease on Magnetic Resonance Imaging：A Multi-center Study,NOT_YET_RECRUITING,2024-11-01,2024-10-31,2030-09-01,OBSERVATIONAL,,1000,Chinese PLA General Hospital,OTHER,Cerebral Small Vessel Disease,1,China
NCT05345275,Assessment of Postoperative Pain in Children With Facial Expression Analysis,COMPLETED,2019-11-01,2022-04-25,2021-06-30,OBSERVATIONAL,,83,Uludag University,OTHER,"Pain, Postoperative",1,Turkey (Türkiye)
NCT07751757,Multimodal Artificial Intelligence for Detecting the Psychological State of Cancer Patients,ENROLLING_BY_INVITATION,2021-03-01,2026-08-07,2028-12-31,OBSERVATIONAL,,1500,Chinese PLA General Hospital,OTHER,Neoplasm,1,China
NCT06217900,a PROspective Case Control Study to Develop and Validate a Blood Test FOr mUlti-caNcers Early Detection（PROFOUND）,RECRUITING,2023-12-28,2024-01-23,2027-03-31,OBSERVATIONAL,,16666,"Shanghai Weihe Medical Laboratory Co., Ltd.",INDUSTRY,Cancer,8,China
NCT06785792,Artificial Intelligence-Assisted Posture Applicatıon,RECRUITING,2024-09-15,2025-01-21,2025-04-02,OBSERVATIONAL,,27,Izmir Democracy University,OTHER,Postural; Defect,1,Turkey (Türkiye)
NCT07616011,Artificial Intelligence-Based Early Warning for Distant Metastasis in Malignant Tumors,NOT_YET_RECRUITING,2026-06-01,2026-05-29,2036-12-31,OBSERVATIONAL,,10000,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,OTHER,Malignant Tumor With Metastasis,0,
NCT06771830,Evaluation of Pediatric eCART Implementation,RECRUITING,2025-12-01,2025-01-13,2027-12,INTERVENTIONAL,NA,30000,"University of Wisconsin, Madison",OTHER,Pediatric ALL | Sepsis,1,United States
NCT07202767,Intraocular Lens Calculation Using Artificial Intelligence,NOT_YET_RECRUITING,2025-11-01,2025-10-02,2028-10-30,OBSERVATIONAL,,170,Johannes Kepler University of Linz,OTHER,Cataract,1,Austria
NCT07775365,AI-Based Prediction of Root Coverage Outcome From Intraoral Photographs,RECRUITING,2025-09-17,2026-08-20,2027-09-17,OBSERVATIONAL,,36,Marmara University,OTHER,Gingival Recessions,1,Turkey (Türkiye)
NCT07744581,Efficacy and Accuracy of an AI-Driven Sleep Earbud for Chronic Insomnia,ACTIVE_NOT_RECRUITING,2026-07-01,2026-08-04,2027-06-30,INTERVENTIONAL,NA,25,"The Chinese University of Hong Kong, Shenzhen",OTHER,Insomnia | Insomnia Chronic | Insomnia Disorders | Sleep Wake Disorders,2,China
NCT03870581,AI-based Social Software to Manage wARfarin Therapy,UNKNOWN,2019-05-01,2019-03-12,2021-05-01,INTERVENTIONAL,NA,500,Wuhan Asia Heart Hospital,OTHER,Anticoagulant-induced Bleeding | Warfarin Sodium Causing Adverse Effects in Therapeutic Use,2,China
NCT07672639,Development and Validation of a Machine Learning Model for Differentiating Diabetic Kidney Disease and Non-Diabetic Kidney Disease in Type 2 Diabetes,COMPLETED,2019-01-01,2026-06-29,2024-12-01,OBSERVATIONAL,,2201,Beijing Tongren Hospital,OTHER,Diabetic Kidney Disease | Type 2 Diabetes | Chronic Kidney Disease,1,China
NCT04996381,Feasibility of AI-based Heart Function Prediction Model Using CXR,COMPLETED,2022-03-01,2021-08-09,2022-09-01,OBSERVATIONAL,,505,Yonsei University,OTHER,Chest X-ray for Clinical Evaluation,1,South Korea
NCT06359145,Prediction of COPD Severity Using Electrical Impedance Tomography,UNKNOWN,2023-04-01,2024-04-11,2024-08-01,OBSERVATIONAL,,150,Chinese PLA General Hospital,OTHER,"Electric Impedance | Respiratory Function Tests | Pulmonary Disease, Chronic Obstructive",1,China
NCT06488872,Comparison of Computed Tomography Data With Routine Measurements Concerning Bone and Muscle Health of Aged Individuals,UNKNOWN,2024-05-01,2024-07-05,2025-09-01,OBSERVATIONAL,,300,University Department of Geriatric Medicine FELIX PLATTER,OTHER,Sarcopenia | Muscle Loss | Osteoporosis,1,Switzerland
